Region,Division,District,BEIS School ID,School Name,Street Address,Municipality,Legislative District,Barangay,Sector,Urban/Ru,Sacl hColaosls Sifuicbactliaosnsification,Modified Curricural Offering Classification
NCR,Quezon City,School District,IX406489,"St. Jerome School of Novaliches, Inc.","10 Gen. Malvar St., T.S. Cruz Subdivision Novaliches",QUEZON CITY,2nd District,SAN AGUSTIN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,IX406513,"East Asia Computer Center, Inc.","Sampaguita Ave. Mapayapa Village, Diliman",QUEZON CITY,6th District,PASONG TAMO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,IX408552,"Joyful Hands Kiddie Center of Cubao, QC, Inc","32-A Cristobal Street, Cubao",QUEZON CITY,4th District,KAUNLARAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,IX408684,St. Peter Velle Technical Traning Center Inc.,"919 Aurora Blvd.,",QUEZON CITY,3rd District,E. RODRIGUEZ,Private,Urban,Non-Sectarian,Purely SHS
NCR,Quezon City,School District,IX482540,"St. Patrick School of Novaliches, Inc.",#16 Jewel St. Forest Hills Subd.,QUEZON CITY,5th District,GULOD,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,IX482606,"Sto. Nino Children Educational Center, Inc.","Blk 10, Lot 6, Durian Street",QUEZON CITY,2nd District,SANTA MONICA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,IX482607,Bloomridge Integrated School,248 Gen. Luis Street,QUEZON CITY,5th District,NOVALICHES PROPER,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,IX482609,Kid's ABC School of Quezon City,"47 Masaya St., Gulod, Novaliches, Q.C.",QUEZON CITY,2nd District,GULOD,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,IX482771,Heuin Dol World Mission Christian Academy,"25 Villaflor Village, Gulod, Novaliches Quezon City",QUEZON CITY,2nd District,GULOD,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,IX482813,"Gymnazo Christian Academy, Inc.","Block 52 Lot 3, Jose Abad Santos",QUEZON CITY,2nd District,SANTA LUCIA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,IX482902,"Lifegiverville Academy, Inc.",No. 20 K-5 corner K-8th Street,QUEZON CITY,3rd District,EAST KAMIAS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,IX482931,"Centro Pambata School, Inc.",9 K-11 Street,QUEZON CITY,3rd District,EAST KAMIAS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,IX482943,"Learn and Play Child Development and Study Center, Inc.","#92 New York St., Corner Oxford St.",QUEZON CITY,3rd District,E. RODRIGUEZ,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,IX482973,"Clarion School International Institute, Inc.",Glound Floor 12-KH Street West Kamias,QUEZON CITY,3rd District,WEST KAMIAS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X136560,Batino Elementary School (SPED Center),"Batino Street, Barangay Amihan, Project 3, Quezon City",QUEZON CITY,3rd District,AMIHAN,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,X136562,Kalantiyaw ES,Malvar Street,QUEZON CITY,3rd District,BAGUMBUHAY,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,X136563,Project 3 ES,"MOLAVE STREET DUYAN-DUYAN, PROJECT 3, QUEZON CITY",QUEZON CITY,3rd District,DUYAN-DUYAN,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,X136564,Pura V. Kalaw ES,Salalilla Street Proj. 4 Q.C,QUEZON CITY,3rd District,MILAGROSA,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,X136565,Teodora Alonzo Elementary School,"Legaspi St., Brgy. Marilag, Proj. 4, Q.C.",QUEZON CITY,3rd District,MARILAG,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,X305336,Lagro HS,"Misa de Gallo St. cor. Ascension Ave., Brgy. Greater Lagro,",QUEZON CITY,5th District,GREATER LAGRO,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,X305337,Justice Cecilia Muñoz Palma High School,Molave Street St.,QUEZON CITY,2nd District,PAYATAS,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,X305338,Maligaya HS,Ilang-Ilang Street,QUEZON CITY,5th District,PASONG PUTIK PROPER (PASONG PUTIK),Public,Urban,DepED Managed,Purely JHS
NCR,Quezon City,School District,X305339,North Fairview HS,Auburn North Fairview,QUEZON CITY,5th District,NORTH FAIRVIEW,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,X401447,AMA Computer College-Farview,"Blk 61, Lot 28-31, Bristol St. Cor. Regalado Ave., Brgy. North Fairview, Q.C.",QUEZON CITY,5th District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,Purely SHS
NCR,Quezon City,School District,X401493,Miriam College Adult Education,"Katipunan Ave. Loyola Heights, Diliman, Quezon City",QUEZON CITY,3rd District,LOYOLA HEIGHTS,Private,Urban,Sectarian,Purely SHS
NCR,Quezon City,School District,X401505,New England College,"40 Quezon Ave., Quezon City",QUEZON CITY,4th District,DOÑA JOSEFA,Private,Urban,Sectarian,Purely SHS
NCR,Quezon City,School District,X406460,Golden Valley Academy,1 Joyville Subd,QUEZON CITY,2nd District,SAN AGUSTIN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406464,"International Christian School of Quezon City, Inc.","103 General Luis Street, Novaliches",QUEZON CITY,2nd District,NAGKAISANG NAYON,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406465,Little Merry Hearts Montessori Center,Palm Street Greenfields I Subd. Nova. Q.C.,QUEZON CITY,2nd District,KALIGAYAHAN,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X406471,St. Francis Divine College,St. Dominic No 12 Salvia street Novaliches Quezon City,QUEZON CITY,2nd District,KALIGAYAHAN,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X406474,Divine Grace School,Ilang-ilang Street,QUEZON CITY,5th District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406476,"Ina ng Buhay Catholic School, Inc.","Jordan Heights Subdivision, Damong Maliit, Novaliches",QUEZON CITY,2nd District,NAGKAISANG NAYON,Private,Urban,Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406480,Mater Carmeli School of Novaliches,"Fr. Francisco Palau St., Pasong Putik Q.C.",QUEZON CITY,2nd District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406481,"Mercedarian School, Inc.","Blk 89 Lot 29-30 Domingo de Ramos St. Lagro, Novaliches Q.C.",QUEZON CITY,2nd District,GREATER LAGRO,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X406482,"Metro Manila College, Inc.","U Site, Novaliches, Brgy. Kaligayahan",QUEZON CITY,2nd District,KALIGAYAHAN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406483,"Nyongani School, Inc.","Blk. 12 Osmeña, San Agustin, Novaliches, Q.C.",QUEZON CITY,2nd District,SAN AGUSTIN,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X406484,Our Lady of Fatima University,"Hilltop Mansion, Lagro, Quezon City",QUEZON CITY,5th District,GREATER LAGRO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406485,Our Lady of Lourdes College of Novaliches,"9 Nightingale, 14 Woodpecker Streets, ,Zabarte Subdivision",QUEZON CITY,2nd District,KALIGAYAHAN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406486,Sacred Heart Academy of Novaliches,"1155 Quirino Highway, Kaligayahan, Q.C.",QUEZON CITY,2nd District,KALIGAYAHAN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406487,School of St. Anthony,Lagro QC,QUEZON CITY,5th District,GREATER LAGRO,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406488,Saint Francis Xavier Catholic School,"160 Champaca Street, Maligaya Park Subdivision, Novaliches",QUEZON CITY,2nd District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406490,St. Kevin School,92 Susano Rd. San Agustin Quezon City,QUEZON CITY,5th District,SAN AGUSTIN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X406493,"St. Vincent de Paul Academy of Novaliches, Inc.","Atrium St., Maligaya Park Subd., Pasong Putik, Nova., QC",QUEZON CITY,5th District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X406510,Covenant of Grace School,#6 Pearl St. East Fairview,QUEZON CITY,5th District,FAIRVIEW,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X406524,Holy Child Montessori School of Fairview,"B3L3 Paxton St. East Fairview, Quezon City",QUEZON CITY,2nd District,FAIRVIEW,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X407375,Affordable Private Education Center (APEC Schools) -New Manila Br.,"AL Building Lot 12, Campanilla Street",QUEZON CITY,4th District,MARIANA,Private,Urban,Non-Sectarian,JHS with SHS
NCR,Quezon City,School District,X407808,"Jbest School of Technology and Practical Skills - Lagro, Inc.","4th Floor Lester Bldg. Km. 22 Quirino Highway, Lagro",QUEZON CITY,5th District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Non-Sectarian,Purely SHS
NCR,Quezon City,School District,X408089,"Hands of Children School, Inc.","48 Narra Street, Project 3",QUEZON CITY,3rd District,DUYAN-DUYAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X408453,"Casa Montessori of Loyola Foundation, Inc.","97 Melchor St., Loyola Heights",QUEZON CITY,3rd District,LOYOLA HEIGHTS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X409022,Fonacier Montessori Inc.,"3-A Malvar Ext., Project 4",QUEZON CITY,3rd District,BAGUMBUHAY,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X410119,The Steppingstone Progressivist School Inc.,"25 Cavalier Street, East Fairview",QUEZON CITY,5th District,FAIRVIEW,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482504,"St. Mary's School of Novaliches, Inc.","Olympus Drive, North Olympus Subdivision",QUEZON CITY,5th District,KALIGAYAHAN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X482521,Another Home to Grow Learning Center,#24 Adrian,QUEZON CITY,5th District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482541,St. Mariam Thresia School,"135 Gen. Luis St., Nagkaisang Nayon, Q,C,",QUEZON CITY,5th District,NAGKAISANG NAYON,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482542,Sister Maria Carmela Brescia School,"MC Greenfields I,",QUEZON CITY,2nd District,KALIGAYAHAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482564,San Isidro Labrador Catholic School of Quezon City,"Philand Drive, Pasong Tamo, Q.C.",QUEZON CITY,6th District,PASONG TAMO,Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X482600,Virgen de Guadalupe de Novaliches,41 Sampaguita,QUEZON CITY,5th District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X482611,"School of St. Maximilian Mary Kolbe, Inc.","Block 9 Lot 10 Atrium Street, Maligaya Park Subdivision",QUEZON CITY,5th District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482612,"Beulah Land Christian School of Quezon City, Inc.",Mary town Circle,QUEZON CITY,5th District,KALIGAYAHAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482613,"The Rock Learning School of Quezon City, Inc.",Blk.219 lot 24 Drachma St. Phase 8 North Fairview Quezon Cit,QUEZON CITY,2nd District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482614,Jean-Baptiste of Reims College,"Olympus, Kaligayahan, Q.C.",QUEZON CITY,2nd District,KALIGAYAHAN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X482617,"St. Joseph School of Fairview, Inc.",Atherton,QUEZON CITY,5th District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X482619,"Atherton School, Inc.",Blk 64 Ph 8 Atherton St. North Fairview Subdivision,QUEZON CITY,5th District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X482621,Our Lady of the Holy Rosary School of Fairview,"Lots 4 & 5 Belfast Avenue, Neopolitan Commercial Complex, Pa",QUEZON CITY,2nd District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X482682,First Mile Christian School,"Block 85 Lot 1, Peseta corner Riyal Streets, Phase 8, Fairview",QUEZON CITY,2nd District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X482687,"Prime Montessori School, Inc,","B76L67, Greater Lagro, Q.C.",QUEZON CITY,2nd District,GREATER LAGRO,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482692,St. Peregrine Kiddie School of Novaliches,Rolex St. Interville III,QUEZON CITY,5th District,SAN AGUSTIN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482719,Einstein School for Kids,"Block 68 Lots 30-32, Hermano Mayor St., Lagro Novaliches, Qu",QUEZON CITY,5th District,GREATER LAGRO,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X482730,"MSA Whiz Kids Academy, Inc.",17 Bituin St. Teresa Heights,QUEZON CITY,5th District,PASONG PUTIK PROPER (PASONG PUTIK),Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482735,Our Lady of Lourdes Technological College,105 Gen. Luis,QUEZON CITY,2nd District,NAGKAISANG NAYON,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X482763,"Precious Gem Academy Quezon City, Inc.",42 Commonwealth Ave,QUEZON CITY,2nd District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X482781,Holy Child Academy - North Fairview,"Blk.68 Lot 31-33 Shilling St., cor. Shekel st., Brgy. North",QUEZON CITY,2nd District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X482821,"Discovery House Montessori of Quezon City, Inc.","59 Adrian Street, North Fairview Park Subdivision",QUEZON CITY,5th District,NORTH FAIRVIEW,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482825,St. John the Baptist Academy of Novaliches Inc.,"211 Susano Rd, Ext. Nova",QUEZON CITY,5th District,SAN AGUSTIN,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,X482828,Footsteps Learning Center Inc.,#81 Molave St,QUEZON CITY,3rd District,DUYAN-DUYAN,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482937,"Citadel Child Learning Center, Inc",199 Katipunan,QUEZON CITY,3rd District,MILAGROSA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,X482938,Bannister Academy Corp.,Circulo Varde Calle Industria,QUEZON CITY,3rd District,BAGUMBAYAN,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,X482991,Camelean Academy,"no. 10 J. Ocampo Street, Project 4",QUEZON CITY,3rd District,MILAGROSA,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,XI136566,15th Avenue Elementary School,"#139 15th Avenue Cubao, Quezon City",QUEZON CITY,3rd District,SOCORRO,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,XI136567,Aguinaldo ES,"#54 18th Avenue, Murphy",QUEZON CITY,3rd District,SAN ROQUE,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,XI136568,Camarilla ES,6th Camarilla St. Brgy. San Roque,QUEZON CITY,3rd District,SAN ROQUE,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,XI136569,Dona Josefa E. Marcos ES,-41 18th Avenue,QUEZON CITY,3rd District,SAN ROQUE,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,XI136570,Fort Aguinaldo ES,Rd. 3/6,QUEZON CITY,3rd District,CAMP AGUINALDO,Public,Urban,DepED Managed,Purely ES
NCR,Quezon City,School District,XI305330,Batasan Hills National HS,IBP Road,QUEZON CITY,2nd District,BATASAN HILLS,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,XI305331,Commonwealth HS,"Ecol Street, Commonwealth",QUEZON CITY,2nd District,COMMONWEALTH,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,XI305332,Bagong Silangan HS,J.P. Rizal St.,QUEZON CITY,2nd District,BAGONG SILANGAN,Public,Urban,DepED Managed,Purely JHS
NCR,Quezon City,School District,XI319501,Holy Spirit National High School,STO. IRENEO ST. DOÑA JUANA EXT.,QUEZON CITY,2nd District,HOLY SPIRIT,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,XI319505,"Judge Feliciano Belmonte, Sr. HS",AFP Road Garcia Heights Holy Spirit Q.C,QUEZON CITY,2nd District,HOLY SPIRIT,Public,Urban,DepED Managed,JHS with SHS
NCR,Quezon City,School District,XI403185,"Handwell Kiddies Camp Pre-School, Inc.",262 Block 10 Dakila Street,QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,XI406494,A.S.L.E. Learning School of Q.C.,139 St. Andrew,QUEZON CITY,2nd District,HOLY SPIRIT,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,XI406495,Achievers Academy of Q.C. Inc.,"14 Mustang Street, Fairview Park Subdivision",QUEZON CITY,5th District,FAIRVIEW,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,XI406496,Adonai School of the Kingdom of Q.C.,"22 Saret St. Talanay A, Batasan Hills, Quezon",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
NCR,Quezon City,School District,XI406498,Batasan Hills Institute of Learning Inc.,"8 Latundan Street, Talanay B",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,XI406500,"Bethel Christian School of Fairview, Inc.","366 Chestnut Street corner Republic Avenue, West Fairview",QUEZON CITY,5th District,FAIRVIEW,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,XI406501,Blessed Exodus Christian Academy,"Blk. 2 Lot 8, Ernie St. Amlacville Subd.",QUEZON CITY,2nd District,PAYATAS,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,XI406502,"Blessed Scalabrini Institute, Inc.",1 Omega Cor Timex,QUEZON CITY,5th District,FAIRVIEW,Private,Urban,Non-Sectarian,Purely ES
NCR,Quezon City,School District,XI406503,Capitol Hills Christian School,"Filinvest 2 Road, Batasan Hills, QC",QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,All Offering (K to 12)
NCR,Quezon City,School District,XI406504,Caroline Learning Center,105 Filinvest Road I Batasan Hils Quezon City,QUEZON CITY,2nd District,BATASAN HILLS,Private,Urban,Non-Sectarian,ES and JHS (K to 10)
